# Rakudo, measured ONCE PER RELEASE — not once per Raku++ tag.
#
# Rakudo ships monthly, so between two of its releases this column is a
# CONSTANT. Measuring it per Raku++ release drew ordinary run-to-run noise as
# if it were signal: up to 19% on sortby, whose lane is bimodal (~168/198ms)
# on this machine, and 2-10% elsewhere. gen-dashboard now assigns these values
# by DATE, so every point between two Rakudo releases — tagged, untagged
# sitting, or main — carries the same number and the line is a step function.
#
# Measured 2026-08-31, Darwin 24.6, Apple M3, macOS 15.7.4. Each Rakudo built
# from source, native arm64, one toolchain for all three. 20 timed runs per
# kernel after a discarded warm-up, all three eras interleaved inside every
# round; FOUR such passes, and the value below is the minimum across all 80
# runs. Convergence was checked, not assumed: min(pass A,B) against an
# independent min(pass C,D) moved by at most 1.8% and by more than 2% on
# none of the 48 values. A two-pass check had disagreed by up to 10% because
# the passes ran as sequential blocks and tracked the machine's drift; the
# minimum over four interleaved passes removes it.
#
# NOTE MoarVM has no JIT backend on arm64 (it compiles src/jit/stub.o), so
# these are NOT comparable with a rakudo column measured on an x86_64 host.
#
# era      released    kernel      ms
2026.08	2026-08-22	startup	75.6
2026.08	2026-08-22	strcat	87.4
2026.08	2026-08-22	streq	231.6
2026.08	2026-08-22	textsplit	184.5
#
# ---------------------------------------------------------------------------
# A FIFTH COLUMN: the compiler backend a row was timed under.
#
# Rows without it are `legacy` — every row above, Rakudo's historical compiler.
# Rows below carry `rakuast`: the SAME release compiled through RakuAST, the new
# frontend that Rakudo 2026.09 makes the default and that 2026.08 reaches with
# RAKUDO_RAKUAST=1. Not a second engine, the same binary with one environment
# variable set. (From 2026.09 the interesting variable becomes RAKUDO_LEGACY=1
# instead; only the lane table in the measuring tool needs to know.)
#
# Measured 2026-09-01 by tools/measure-rakudo-modes.raku, on THE VERY BINARY the
# legacy column above was measured with — the 2026-08-31 sitting's own
# from-source arm64 build, not a rebuild of it: 20 timed rounds x 4 passes, the
# two lanes interleaved inside every round, warm-up discarded, the value being
# the minimum across all 80 runs. Convergence checked as the header above
# prescribes — first two passes against the last two, worst 1.3%, none over 2%.
# All 16 kernels were verified to print identical output in both lanes before
# anything was timed; the tool refuses to time a kernel where they differ.
#
# SCALE. These rows are their own sitting, a day after the one that produced the
# legacy column, so the sitting's own legacy lane was measured alongside as the
# check: it reproduced the committed column above within -0.7% to +1.9% (mean
# +0.6%), straddling zero, which is run-to-run noise rather than a systematic
# offset. The two columns are on one scale; a ratio read off the chart is good
# to about a percentage point. The legacy column is deliberately NOT rewritten
# from this sitting — 2026.06 and 2026.07 were measured with it in one
# interleaved sitting, and replacing 2026.08 alone would put one era on a
# different day's noise from its neighbours.
#
# WHICH arm64 build, settled by measurement rather than by the note in
# BENCHMARKS.md. Three arm64 v2026.08 builds timed against the committed column,
# interleaved: the sitting's own build +1.49% mean (worst 3.2%), a same-flags
# rebuild made 2026-09-01 +1.54% (worst 3.2%), homebrew/core's arm64_sequoia
# bottle +13.33% (worst 24.6% on streq, and it goes the OTHER way on loopsum at
# -3.5%, so it is not a uniform offset that could be divided out). The bottle is
# not this column's Rakudo. The rebuild and the original agree with each other
# far more tightly than either agrees with the committed column — arraypush
# 264.3 vs 264.4, rats 238.1 vs 238.1 — so a same-flags rebuild is a sound
# stand-in when the original is gone; these rows use the original anyway,
# because it had not gone.
#
# RakuAST is slower on 14 of these 16 kernels and faster on two, which is what
# the announcement says to expect while the new backend's optimisation coverage
# catches up (https://dev.to/lizmat/mainstreaming-rakuast-49j8). Read it as a
# 2026.08 snapshot of a backend still landing, not as a verdict on it.
#
# era      released    kernel      ms      mode
2026.08	2026-08-22	arrayops	195.6	rakuast
2026.08	2026-08-22	arraypush	352.7	rakuast
2026.08	2026-08-22	bigint	165.8	rakuast
2026.08	2026-08-22	fib	332.1	rakuast
2026.08	2026-08-22	hash	135.2	rakuast
2026.08	2026-08-22	hashfill	335.9	rakuast
2026.08	2026-08-22	loopsum	297.8	rakuast
2026.08	2026-08-22	objects	437.9	rakuast
2026.08	2026-08-22	rats	263.6	rakuast
2026.08	2026-08-22	regex	198.2	rakuast
2026.08	2026-08-22	sortby	205.3	rakuast
2026.08	2026-08-22	sortnums	208.5	rakuast
2026.08	2026-08-22	startup	74.8	rakuast
2026.08	2026-08-22	strcat	95.6	rakuast
2026.08	2026-08-22	streq	193.2	rakuast
2026.08	2026-08-22	textsplit	197.2	rakuast
